Title,Date,User,Body,Rating
Fantastic story telling,06/28/2018,NPR SheFan,Kelly McEvers is an amazing talent who has a natural skill in conversation which draws the listener in. Her stories offer enriching perspectives. The show is extremely well produced.,5
Totally biased,06/29/2018,Southern professional,"Ms. McEvers is one of those reporters whose take on the news is totally biased. She is not an objective reporter, rather a podcaster out to further her anti republican agenda. The first season of Embedded was very good. Unfortunately since then it has been increasingly disappointing. After deleting so many episodes I have now unsubscribed.",1
Not a balanced perspective,06/29/2018,Andrieux,"Everything this podcast creates is from a neo-liberal perspective. Im no fan of trump, not a republican either, but their bias shows a bit too much in everything they report",1
Great investigative reporting,06/29/2018,Erin79705,"I respect the work and opinions being produced here. I often disagree with folks being interviewed, but I’m curious about their lives and experiences nevertheless—and I think McEvers feels the same way. Some people may criticize her conclusions, but I believe she arrives there using a balanced and rational approach. I applaud the show for having the chutzpah to call a spade a spade in this degenerating and disingenuous age.",5
❤️ ❤️❤️,06/30/2018,GracieJoy66,I love every episode! No complaints. I love the thorough reporting and the topics that you tackle.,5
My very favorite,07/01/2018,sbuckt,"I get so excited when I see a new episode available, and it doesn’t even matter what the subject is. Kelly McEvers’ thoughtful reporting makes me a better person for having listened. All the stories are presented with the perfect blend of empathy and skepticism.",5
Excellent journalism.,07/06/2018,cb216100,"In a world of garbage news it’s so refreshing to listen to well researched, thoughtful journalism. I’m entertained as much as I am enlightened by these stories.",5
Necessary.,07/06/2018,jlwerd,I needed this podcast. I don’t get politics and I have no idea what Trump is up to. This helps me,5
Excellent in-depth reporting on social issues,07/08/2018,AliceRosewonder,A lot of time and consideration is put into the reporting. Makes issues more captivating and interesting.,5
Excellent,07/10/2018,Househagen,Excellent stories. Excellent podcast.,5
The best podcast,07/12/2018,jeannex91,"I’m gonna have to say, Embedded is probably one of the best, well made podcast out there. I am always looking forward to the next episode. Keep up the good work!",5
nprnerd4life,07/14/2018,nprnerd4life,I appreciate so much the depth in this show. Thank you for taking so much time to research and make these episodes! We need more of this kind of news.,5
Incredible Reporting,07/17/2018,Alllllllie,"This is an absolutely fantastic show! Kelly is an engaging storyteller you really brings you into the story each week. No matter the topic, I am also intrigued by the stories on embedded and the way the podcast is crafted. If you like Serial, S-town, Invisibilia, This American Life, or just good reporting, you will love this show!",5
ALL GOOD,07/18/2018,Bachspielerin,"The TRUMP and COAL STORIES were especially good, but I appreciate the total involvement in each story, giving a full and 365-degree picture of each person and event involved.",5
Left wing extremist’s view of the world,07/18/2018,Danielwang88,"It is fun how Americans see the world. On one hand, they think view their poors, inner city population, veterans are lazy, sick people, on the other hand they believe all foreigners are angels should be welcomed to this “greatest” country. One hand most they do not believe votes count, on the other hand, they want to give all illegal immigrants right to vote.",3
Kelly et al,07/19/2018,Jba314,Amazingly informative . Thank you so much.,5
Love Embedded,06/03/2018,KathyB3000,Providing podcasts that tell the stories of real people really brings the listener into situations otherwise not able to fully appreciate. Very well done.,5
One of my top 5 podcasts,06/04/2018,Tecsi,"Fabulous. Great investigative journalism. Kelly McEvers has a great voice to listen to—animated and varied, so very pleasing.",5
There are more things going on besides Trump,06/06/2018,Tim McFadden,We see enough of it in the news. There must be better things to write about besides more Trump.,1
Started good,06/06/2018,RainerD7,"Started out great, then got too political.",1
Coal stories was a great series.,06/06/2018,jonbruck,"Really enjoyed the first five episodes on Coal. The format of hearing from multiple people over time was really interesting, and I hope you will revisit them at some point in the future.",5
Understanding,06/06/2018,Vicki LTP,You should alway want to see the others side point of view. Thank you for such great reporting.,5
"The Bikers episode, April 2016",06/07/2018,Mateoman11,"It’s odd when the narrator says: “We don’t know the role the police payed in all this.“ Actually, you do. The police have a chain of command, follow procedures, write reports, and do internal investigations. Yes, police make mistakes at times. Yet, are much more trustworthy than biker clubs. You did an investigative report for a few weeks. Law enforcement lives there, know the streets, know the criminals, and take their time. “What role did NPR play in all this?” They didn’t do much homework, and then generalized about what might be. Seems like poor reporting.",1
Not really about coal,06/08/2018,Guy guy guy guy,I subscribed to this podcast in season 1 right after Trump got elected thinking that it was going to be a fair critique on the presidency and quickly found out that these “reporters” had an agenda and unsubscribed. I came back after hearing a promo on Planet Money and was hoping the journalists took a different route. But now it has become a Podcast all about who were these voters that were obviously uninformed in their decision making and cost the Democrats their surprising presidential loss. So if you are left wing enjoy. If you are moderate or right wing you will easily hear the propaganda.,2
Coal Stories Enlightenment,06/08/2018,CynthiasDaughter,This was my first EMBD series but certainly not my last. The humanity and deftness with which the stories were told gave me insight and made me feel connected to the people and the community being highlighted in a way I would never have expected. Thank you!,5
Coal Series,06/08/2018,Newsguy8,Amazing Journalism...Thank you. Binged all 5 episodes on my daily walks. Can't wait to explore more from these outstanding journalist.,5
Difficult voice to listen to,06/09/2018,79cmb,"The content is great on Embedded. However, I have a really hard time with the host voice. Not sure if it’s the tone or the way she stresses her words. Anyhow, I’m having to let go of this one unfortunately.",3
Details on trump outstanding,06/11/2018,petriebunch,Great in depth history on the vulgar mans rise to power.,5
Great in-depth content,06/11/2018,SoCal-REO,I appreciated the review of the Trump collusion facts. There are so many characters involved that your methodical podcast series was extremely helpful in spelling it out.,5
A must listen,06/14/2018,Colinalcarz,"Especially the episodes devoted to understanding Trump. Incredibly carefully prepared, documented, cited, and written. Sometimes I do find a repetitive inflection pattern somewhat annoying but for the most part, very professional.",4
Awesome Podcast,06/16/2018,jsslanders,Embedded is such a great podcast. Kelly and her team take a deep dive into stories that you will never get in a 2 min newscast. It’s insightful and engaging reporting.,5
The coal stories,06/16/2018,Juju19876,"Are exactly the kind of journalism we need in this country!

Great work!",5
Coal,06/17/2018,Flerk69,"Nice series. Well done, informative, offered context and even some solutions.",5
On the decline lately. Shame,06/18/2018,Jeltaher,Took off a star because it’s been declining. Coal series was not good.,4
Great podcast,06/19/2018,Cotation,"Coal stories wasn’t nearly as good as the previous episodes. They could have cut that short by half. Otherwise, great podcast, I’m sure lot of hard work!",4
Love this Podcast!,06/21/2018,Npruitt99,"This is my absolute favorite. I didn’t find it until the Coal Stories, which is what made me fall in love on the first place. I love how it took me there and helped me to see the issue through their eyes. After that series, I went back and listened to prior episodes and they were top notch. My #1 podcast for sure.",5
Phenomenal Storytelling,05/24/2018,RSimonLee,There's a nuance to Kelly's style of storytelling and the audio editing of of this podcast that truly sets it apart. You can tell she loves what she does and she does extensive research to bring as much to the listener as possible. Great podcast.,5
Pro-Trump podcast - Refreshing!,05/25/2018,Luv2shopping,The coal miner episodes are squarely pro-Trump. Always enjoy hearing some good news for a change.,5
As good as it gets.,05/25/2018,realitylover,"Five stars isn't enough. This podcast is phenomenal. The ""Trump Stories"" rocked my world—particularly the one about Kushner. Bravo! Kudos! Applause!",5
Great voice!,05/25/2018,emmlehr,"I’d put Kelly right up there with Anna Sail and Phoebe Judge. She has a great voice, writes and speaks with affable clarity, and she tells a great story. I appreciate her reporting so much!!",5
Embedded,05/25/2018,mickO'B,"Just eneoph red neck, just enoeph smart people, thinking about their lives, giving us all eneoph empathy to maybe see each other as one people again",5
This podcast!,05/26/2018,RaeAC,"All I can say is that I want more!! This is awesome and interesting information. And can I just say, the series in Trump! O my goodness I couldn’t get enough and honestly just wanted to get in a heated debate w someone about all of this feeling fully armed.",5
Similar different,05/26/2018,An avid podcast lover,Joe Bart likes tools,5
Great,05/26/2018,Kapjea,"Bro, it is dope fam",5
A must listen to,05/27/2018,Fast FJ,"This show is such a gem!!! The reporting is superb. The series on Trump and his cronies is very, very interesting.",5
"Content is good, Delivery is mostly good",05/27/2018,j footprint,"OK, This isn't a bad program, but I have a very difficult time listening to Kelly's delivery and cadence. I don't know anyone who talks like that in real life, and I find it terribly distracting with respect to the content. It's not breathless, like the beautiful people on the nightly news, but it is overenunciated, and stilted.",2
Better than a detective story!,05/29/2018,Curious and Concerned,Thrilling reportage. Thank you! Can’t wait for more...,5
One of my favorites,05/29/2018,mrespiritu,So good. Only wish there were more episodes. They will sometimes go weeks/months till we get a new story but it’s worth it.,5
Fascinating.,05/30/2018,Meg_ers,I love the deep dives. LOVE this podcast.,5
"Great, In-Depth Look at Things that Matter",05/30/2018,Go4sharon,"The team at embed continuously knocks it out of the park. Have listened to the past couple of seasons and just started the Coal episodes, which are so important. I’m thankful that they are here to tell them.",5
Great listening,05/30/2018,Racer1010,"I really enjoy listening to this podcast because the host explains the topics in a way that I can actually understand the issues they are trying to convey. Episodes are not too long, in fact maybe a little bit too short as it always ends as I am getting extremely interested and then I have to wait A week for the next episode. Most NPR fans would enjoy this podcast",5
5⭐️,05/31/2018,Si como no,Great stories and great productions,5
"Great podcast, very interesting and well produced content",05/31/2018,Superman234,The podcast is very entertaining and very well produced with great content.,5
"Great podcast, fair reporting.",06/01/2018,dgaughan,Interesting subject matter. Fair and balanced reporting.,5
"Good content, hosts just ok",06/02/2018,Larispie,"I really enjoy hearing the in-depth reporting about a variety of topics.
I’m not thrilled with the delivery. Classic “NPR voice” from Kelly, meaning she wishes she was Ira Glass, so she affects his tics. A lot of the word “like”, which makes her sound less intelligent than I’m sure she is.",4
Season 1 was good,06/03/2018,Kc1985ks,Nothing worth listening to after season 1.,1
This show saves,05/09/2018,KngSean,This show saves me at work. Gets my mind out of the bubble that is the daily grind. Informs and educated but most importantly keeps it real. I love Kelly!,5
Awesome!,05/10/2018,Jizznmypants254,I honestly hate waiting for the next episode!,5
Embedded,05/10/2018,jguer8,Kelly does a great job with this cast. Happy to have come across it!,5
Great pod!,05/10/2018,Ma Joad,Always look forward to a new download.,5
Started out with promise now not so much,05/12/2018,goat2215,"Prefacing this by saying that I am somebody who leans left on a lot of issues - this podcast is much of what is wrong with the polarization of america. Although I enjoyed the early iterations of this podcast (seriously, the deep dive into opioids was fascinating), every season since then just feels like everything the right mocks about npr with storytelling from a left perspective. This coming from somebody sympathetic to the anti-trump viewpoint, it still feels like an anti-trump podcast with no direction anymore. I love npr but don’t know if I can’t donate in good conscience after listening to the last couple seasons after this as it stopped being objective in any way.",2
Enjoyed Broad Topics,05/14/2018,BusinessRaptor,"I've enjoyed this podcast very much. I especially enjoy the variety of topics and in depth look at life from different lenses. I hope it veers away from Trump in future episodes. Many of the Trump episodes have been good and enlightening, but I don't want to lose the other important stories you could tell.",2
Well Done,05/14/2018,liverwurst,"Each series is better than the last, I can't imagine how you can top this season.",5
Beautiful work,05/17/2018,KarlaRuth,"All of those involved with Embedded are doing wonderful work, the stories feel well researched, thorough and flow like any good story should. The photography is amazing. I really appreciate the recent focus on coal country, as this is a part of America often overlooked. Many different viewpoints are included, and listening along feels like a conversation with friends trying to make sense of complex issues. You don't always agree with your friends, but that's when it becomes more important to listen. I am sad when the stories end and look forward to the next one each week. Thank you folks of Embedded!!",5
Liberal views and agenda are hard to hide,05/17/2018,trosenl2,"These podcasts have a serious liberal agenda. Take the coal stories for example, all they are is the negative side of coal. Wyoming produces 4 times more coal than any other state in the US and never a word is mentioned about Wyoming.",2
Extraordinary,05/18/2018,Mfpaluch,One of the best podcasts out there!,5
Best background information on coal,05/18/2018,Doktor Z,"I subscribed to Embedded and caught the series on the Trump administration. It was done in that breezy, informational way NPR reports on subjects, a great way to learn in my opinion. I looked forward to the series on coal. I've lived in West Virginia all my life. From 1949 to 1976, I lived in north central West Virginia, in Clarksburg while growing up and in Morgantown while going to school. There was quite a bit of coal mined in these areas until about 1993 when the Clean Air Act passed. Most of the coal in north central WV is of the high sulphur variety, high BTU but very bad to burn because of the sulphur. In 1977 I moved to southern WV. The southern WV coal belt is mostly south of US RT. 60 and west of I-77 (the WV Turnpike). Coal down here is low sulphur. A lot of it is metalurgical coal but also a lot of steam (power generation) coal. Unlike north central WV, the economy, except for Charleston and Huntington (the two largest cities in the state) is not diversified. Coal is king, with politicians but also with the people. It was a job that without any education other than the 80 miners' certification course, you could possibly earn over $100,000/year. Your series hit the nail on the head. Lots of people want coal to ""come back."" They don't realize that it won't. Not only will clean air and waste disposal requirements hinder this but the good coal is gone. Quite often a coal company will have to cut through 30"" of rock (usually sandstone) to get at 16"" of coal. No matter how hard miners work, you can't make money this way. The vast majority of people, including quite a few with some education, would never read a business publication, such as Forthune, Forbes, Business Week, or the Wall Street Journal. If they did, they would learn who is buying the coal or not buying it. They don't understand how fracking affects coal. A powerplant can burn natural gas, which is cheap because of fracking, for a bit more than one fourth the cost of coal. But people love fracking because it upsets environmentalists (a very dirty word in many people's vocabularies). It's a very sad situation. However, ignoring the facts or wishing them to be otherwise won't help. Keep up the good work on this series. You've done very well so far and I look forward the the remainder.",5
This is the best feature reporting I have scene.,05/18/2018,Grouponit!,I love this series. Please don’t ever stop. I donate to NPR in part because of this great work!,5
Tunnel Vision Has Created a Boring Environment,05/21/2018,SirLGND,Don’t get me wrong. I’m not a pro-Trump/anti-everything liberal individual. I am conservative but the tunnel vision on the Trump issues have created a boring podcast. It was really good before then and the first couple episodes about Trump were interesting. Not so much a few episodes later.,2
Another liberal cry fest.,05/21/2018,PINTdestroyer,Yep. Nothin to see here move on.,5
"Real news, real in-depth.",05/22/2018,Skeptical_Nerd,"Tired of the click-bait headlines, continual BREAKING NEWS, and no depth?

This is your antidote.

Can’t get better.",5
Meh,05/22/2018,bratwurst the 1st,"Yeah, no bias here😂",1
Tired of Trump Stories,05/22/2018,Live N TechniColor,So tired of the political side of all these newer stories. Get back to your old stories like the drug house and the bikers. They were way more interesting.,1
"More, More",05/23/2018,tamisjoy,Can you make them longer? I love what you do!!,5
I once enjoyed this show:(,05/23/2018,H brogan,"It’s gotten so political, I can’t stand to listen to it anymore. We all hear this crap everywhere we turn. I definitely won’t be tuning into a podcast where all I hear is more of it.",1
Photo guy,05/23/2018,Sw237,"Love hearing some objective reporting on the coal industry, amongst all of the older pods im going back and listening too. Thank you!",5
Where did you go?,04/20/2018,MTGTG,I miss Embedded! Come back!,5
Stop the Trump Madness,04/21/2018,mrose888,This used to be a great podcast. I don’t want to hear about Trump every week. This is exhausting. I can’t listen to it anymore. Please change the content and add some variety.,3
Fantastic show,04/25/2018,LFWDP,This is such an illuminating podcast. Highly recommend this to anyone wanting to better understand the Trump administration. And that shouldn’t that describe pretty much each and every citizen of our nation? Check it out!,5
Embedded,04/26/2018,ipopeyei,Great in-depth reporting on who is head of EPA——a man who sued EPA 14times!!!!! Facts we need to know!,4
Solid Production Value but Too political,04/27/2018,Smcgowan33,"I really liked he first season, but now the show has become too political. Solid production value though, I do think Kelly and crew do a good job creating the show.",3
Loved this podcast until...,04/27/2018,Podcaster5,"I love this podcast it was really good, captivating and the stories were interesting. Now it's just another outlet reporting on Trump. Isn't there something else in this whole world we can talk about other than him? You know that's all he wants right?",3
So well produced!,05/01/2018,jrobuck,"Even if you don’t agree with NPRs approach to political issues, there is no denying that their content is well produced, thought provoking, thorough and entertaining. Kelly McEvers is well-spoken, intelligent and the way she presents information just makes listening almost fun! Highly recommend this podcast!",5
Love this podcast!,05/02/2018,Sunset1374,Love everything about it! You keep me interested from beginning to end. Narrators make you feel like you are listening in on a conversation even I can follow. This podcast is a “keeper”!,5
Excellence In Jounalism,05/02/2018,Pluksha,This is what NPR journalists can do when free of time and format constraints. Each episode contains an immense amount background information and detail. You will learn more about a given subject here than from any other news source.,5
One of the Best!,05/03/2018,MTS Rider,One of the best podcasts out there!,5
Thoughtful and thought provoking journalism,05/03/2018,MartyPaulCombs,The Embedded staff does an excellent job to provide in depth examination of controversial issues yet refrain from taking a side.,5
Meh,05/03/2018,EddiefromEugene,"The podcast had a promising start but has settled into a far left pseudo documentary podcast dedicated to Trump, Obama , and Hillary. Pass",1
Great Podcast!,05/04/2018,JoshuaPhilipReed,"I listen to a bunch of podcasts, and this is my favorite. Great reporting and great editing.",5
"Show starts great, and ends politically",05/04/2018,Schneidn,"I really enjoyed the first season, it was interesting, informative, and about stories I would normally not see on a daily basis. I was really amped for season 2, and they dedicated it to bashing Trump... and now coal stories is getting political too. I liked this show because it was a break from the bash Trump rhetoric you hear everywhere... but no. MAJOR DISAPPOINTMENT!!! Going to unsubscribe now.",1
Must listen,05/06/2018,K Mowrer,"Every season, every story: enthralling!",5
Embedded slows it down a little,05/06/2018,wahistorian,"Embedded is the perfect complement to the NPR Politics podcast; while NPR Politics has to cover current events as they happen—like water out of a firehose—Embedded digs deeper into the back story (the one we can’t remember because of the firehouse). Thanks, Kellie & Co.!",5
Whoa and Wow,05/06/2018,Diggin'Life,What an amazingly my dive into what’s really important. Thank you.,5
Coal,05/07/2018,midlifemidwide,"Love the reporting. I don’t wish to be mean when I say Kelly McEvers cadence and speaking style irritates me no end, but it’s true.",4
This show used to be good,05/07/2018,Mlramsay,"This show was great in its first season. Since then, it has pivoted towards talking about all the same stories we hear everyday in the media. Get back to your roots!",2
Well produced,05/08/2018,Kwadwo89,This makes sometimes uncomfortable subject matters fascinating to engage with.,5
"Great, in-depth stories!",03/08/2018,centeroftheuniverse,This is a great podcast to get stories that you don't get to hear anywhere else.,5
In depth reporting,03/09/2018,Charley's Girl,I appreciate the research put into this podcast. Excellent!,5
The details. In order. Clearly explained.,03/09/2018,Thomas Phifer,"Thank you! Finally, the Trump Saga Timeline explained clearly.",5
Stop with the crap!,03/10/2018,Kewl Aid Mane,"This show started out in its first season as an absolute SMASH. I loved listening to it, and deeply anticipated what story would be next! When season 1 ended, I was eagerly awaiting season 2.",1
Kelly McEvers is an AMAZING storyteller!,03/11/2018,AbhishekCentral,"Kelly McEvers takes a deep dive into stories that the media has brushed over and she does a great job of painting vivid pictures with her words. Embedded is very informative, challenges your previous preconceptions, and is extremely engaging.",5
Fascinating,03/11/2018,EdmontonEuler,Great reporting!,5
When will you update?,03/14/2018,corigale,I’ve been waiting eagerly!!!,5
Kelly McEvers is quite the talent!,03/16/2018,Oochikee,I’m sure it’s a team effort so thank you all. Keep up the deep dive into the issues & creating a narrative whole. Context is so important.,5
Super heroes,03/16/2018,Cyclotron07,"... are real and reporting for embedded!

I put off listening to the police shooting epsidoes because i thought they would be too depressing yet, they were actually really constructive and I'm glad I listened to them.",5
LOVED!,03/19/2018,Denver Listening,"I really enjoyed all the in-depth stories about Trump, the Kushner family, Felix Sater and Trump SoHo. I can’t wait for the next episode!",5
Lacks diverse points of view,03/20/2018,ProudTexan4906,Too dogmatic,1
Addictive,03/22/2018,B88$88,"I’m completely addicted! Stories I originally skipped, I’ve gone back for. Fantastic, in-depth coverage of so many topics.",5
Fascinating,03/23/2018,Gotta choose a name not taken,Very compelling stuff,5
So infuriating and important,03/26/2018,Radishcake,I love this deep dive into a subject and it’s compelling and fun.,5
